Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
9231 35th Av Sw,Trans to AMR,03/23/2019 01:44:07 PM,47.520790000000005,-122.37677099999999,POINT (-122.376771 47.52079),F190029691
2600 SW SPOKANE ST,Aid Response,03/23/2019 01:43:17 PM,47.571676000000004,-122.36454199999999,POINT (-122.364542 47.571676),F190029692
202 19th Av E,Aid Response,03/23/2019 01:52:33 PM,47.619673,-122.30736399999999,POINT (-122.307364 47.619673),F190029693
1635 11th Av,Aid Response,03/23/2019 01:58:59 PM,47.615659,-122.31816599999999,POINT (-122.318166 47.615659),F190029694
4745 9th Av Ne,Aid Response,03/23/2019 02:00:47 PM,47.663521,-122.318394,POINT (-122.318394 47.663521),F190029695
800 Occidental Av S,Medic Response,03/23/2019 02:01:41 PM,47.595693,-122.33327299999999,POINT (-122.333273 47.595693),F190029696
303 S Jackson St,Aid Response,03/23/2019 02:02:47 PM,47.599199,-122.330251,POINT (-122.330251 47.599199),F190029697
1925 1st Av,Aid Response,03/23/2019 02:09:18 PM,47.610479999999995,-122.341617,POINT (-122.341617 47.61048),F190029698
5944 Shaffer Av S,Trans to AMR,03/23/2019 02:09:56 PM,47.549474,-122.294757,POINT (-122.294757 47.549474),F190029699
4412 Rainier Av S,Aid Response,03/23/2019 02:20:40 PM,47.563939000000005,-122.28814299999999,POINT (-122.288143 47.563939),F190029701
5122 S Brighton St,Aid Response,03/23/2019 02:23:04 PM,47.541594,-122.269297,POINT (-122.269297 47.541594),F190029703
Nb I5 To Eb I90,Brush Fire Freeway,03/23/2019 02:23:05 PM,47.587138,-122.32015600000001,POINT (-122.320156 47.587138),F190029704
2401 E Lynn St,Aid Response,03/23/2019 02:24:12 PM,47.63953,-122.30206499999998,POINT (-122.302065 47.63953),F190029706
5831 32nd Av S,Aid Response Yellow,03/23/2019 02:25:15 PM,47.550189,-122.291555,POINT (-122.291555 47.550189),F190029707
Nw 54th St / 14th Av Nw,Aid Response,03/23/2019 02:29:44 PM,47.66789,-122.373589,POINT (-122.373589 47.66789),F190029709
1431 Minor Av,Medic Response,03/23/2019 02:31:55 PM,47.613246999999994,-122.32718700000001,POINT (-122.327187 47.613247),F190029710
5th Av S / S Jackson St,Aid Response,03/23/2019 02:36:49 PM,47.599195,-122.32766699999999,POINT (-122.327667 47.599195),F190029712
Sw Alaska St / Fauntleroy Way Sw,Aid Response,03/23/2019 02:49:10 PM,47.561107,-122.381456,POINT (-122.381456 47.561107),F190029714
6416 30th Av Sw,Automatic Fire Alarm False,03/23/2019 02:49:07 PM,47.545575,-122.37034799999999,POINT (-122.370348 47.545575),F190029715
11429 Cornell Av S,Aid Response,03/23/2019 02:52:59 PM,47.500935,-122.241409,POINT (-122.241409 47.500935),F190029717
38th Av Sw / Sw Alaska St,Aid Response,03/23/2019 02:56:34 PM,47.561082,-122.38006299999999,POINT (-122.380063 47.561082),F190029719
2857 22nd Av W,Aid Response,03/23/2019 03:01:29 PM,47.645270000000004,-122.38465,POINT (-122.38465 47.64527),F190029720
3200 Nw 54th St,Aid Response,03/23/2019 03:01:40 PM,47.66754,-122.39831399999998,POINT (-122.398314 47.66754),F190029721
3001 S Myrtle St,Aid Response,03/23/2019 03:04:33 PM,47.538902,-122.293225,POINT (-122.293225 47.538902),F190029722
4240 34TH AV W,1RED 1 Unit,03/23/2019 03:08:15 PM,47.658328999999995,-122.40089099999999,POINT (-122.400891 47.658329),F190029723
1000 8th Av,Auto Fire Alarm,03/23/2019 03:13:14 PM,47.607945,-122.328471,POINT (-122.328471 47.607945),F190029724
N 145th St/stone Av N,MVI - Motor Vehicle Incident,03/23/2019 03:21:06 PM,47.734131,-122.34239199999999,POINT (-122.342392 47.734131),F190029728
Harrison St / 5th Av N,"Medic Response, 7 per Rule",03/23/2019 03:25:33 PM,47.622075,-122.34759199999999,POINT (-122.347592 47.622075),F190029729
2805 Ne 125th St,Water Job Minor,03/23/2019 03:27:43 PM,47.719291999999996,-122.29776499999998,POINT (-122.297765 47.719292),F190029730
2112 19th Av S,Aid Response,03/23/2019 03:29:37 PM,47.584421999999996,-122.30816100000001,POINT (-122.308161 47.584422),F190029731
2522 Ne 83rd St,Aid Response,03/23/2019 03:30:50 PM,47.689448999999996,-122.301175,POINT (-122.301175 47.689449),F190029732
E Pike St / Broadway,Aid Response,03/23/2019 03:37:01 PM,47.614076000000004,-122.32078,POINT (-122.32078 47.614076),F190029734
232 Warren Av N,"Medic Response, 6 per Rule",03/23/2019 03:49:43 PM,47.620133,-122.35413500000001,POINT (-122.354135 47.620133),F190029735
11111 Aurora Av N,Aid Response,03/23/2019 03:54:56 PM,47.709476,-122.34476699999999,POINT (-122.344767 47.709476),F190029736
4500 Wallingford Av N,Aid Response,03/23/2019 03:58:34 PM,47.661386,-122.336294,POINT (-122.336294 47.661386),F190029737
4550 40th Av Sw,Aid Response,03/23/2019 03:57:21 PM,47.562424,-122.382815,POINT (-122.382815 47.562424),F190029738
3207 29th Av W,Aid Response,03/23/2019 04:00:57 PM,47.648697999999996,-122.39423899999998,POINT (-122.394239 47.648698),F190029739
1823 E Madison St,Aid Response,03/23/2019 04:01:25 PM,47.616275,-122.30850600000001,POINT (-122.308506 47.616275),F190029740
N 34th St / Fremont Av N,Aid Response,03/23/2019 04:02:04 PM,47.64959,-122.349747,POINT (-122.349747 47.64959),F190029741
13000 Linden Av N,Automatic Medical Alarm,03/23/2019 04:09:59 PM,47.723218,-122.34819499999999,POINT (-122.348195 47.723218),F190029743
3621 33rd Av S,Aid Response,03/23/2019 04:13:38 PM,47.571408,-122.291001,POINT (-122.291001 47.571408),F190029744
2433 S Columbian Way,Aid Response,03/23/2019 04:14:37 PM,47.560175,-122.301921,POINT (-122.301921 47.560175),F190029745
4546 Delridge Way Sw,Aid Response,03/23/2019 04:20:39 PM,47.562467,-122.363325,POINT (-122.363325 47.562467),F190029746
2208 15th Av W,Auto Fire Alarm,03/23/2019 04:22:48 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F190029747
300 NE NORTHGATE WAY,Medic Response,03/23/2019 04:22:19 PM,47.708611,-122.32595500000001,POINT (-122.325955 47.708611),F190029748
11050 8th Av Ne,Aid Response,03/23/2019 04:25:36 PM,47.708935,-122.32056899999999,POINT (-122.320569 47.708935),F190029749
58th Av Sw / Alki Av Sw,Aid Response,03/23/2019 04:27:16 PM,47.580861,-122.406158,POINT (-122.406158 47.580861),F190029750
9001 Lake City Way Ne,Aid Response,03/23/2019 04:36:30 PM,47.693931,-122.30552,POINT (-122.30552 47.693931),F190029751
11111 Aurora Av N,Aid Response,03/23/2019 04:37:42 PM,47.709476,-122.34476699999999,POINT (-122.344767 47.709476),F190029752
Aurora Av N / N 84th St,1RED 1 Unit,03/23/2019 04:37:21 PM,47.689836,-122.344518,POINT (-122.344518 47.689836),F190029753
Broadway / E Pine St,Aid Response,03/23/2019 04:42:13 PM,47.615235,-122.320799,POINT (-122.320799 47.615235),F190029754
7th Av S / S Fidalgo St,Aid Response,03/23/2019 04:42:30 PM,47.550568,-122.325158,POINT (-122.325158 47.550568),F190029755
1431 Minor Av,Trans to AMR,03/23/2019 04:46:25 PM,47.613246999999994,-122.32718700000001,POINT (-122.327187 47.613247),F190029758
1416 N 51st St,Aid Response,03/23/2019 04:52:23 PM,47.665729999999996,-122.33996599999999,POINT (-122.339966 47.66573),F190029759
Queen Anne Av N / Mercer St,Aid Response,03/23/2019 05:07:04 PM,47.624583,-122.35670900000001,POINT (-122.356709 47.624583),F190029761
523 3rd Av,Aid Response,03/23/2019 05:08:59 PM,47.602216,-122.330903,POINT (-122.330903 47.602216),F190029762
300 Nw 80th St,Aid Response,03/23/2019 05:13:45 PM,47.686939,-122.36065,POINT (-122.36065 47.686939),F190029764
Prefontaine Pl S / Yesler Way,Trans to AMR,03/23/2019 05:13:54 PM,47.601715999999996,-122.330265,POINT (-122.330265 47.601716),F190029765
Sw Sylvan Heights Dr / Sylvan Way Sw,MVI - Motor Vehicle Incident,03/23/2019 05:14:39 PM,47.54037,-122.36884099999999,POINT (-122.368841 47.54037),F190029766
206 Sw Michigan St,Auto Fire Alarm,03/23/2019 05:16:38 PM,47.540719,-122.33715500000001,POINT (-122.337155 47.540719),F190029768
200 University St,Aid Response,03/23/2019 05:15:06 PM,47.607299,-122.33708700000001,POINT (-122.337087 47.607299),F190029769
4906 S Adams St,Aid Response,03/23/2019 05:16:59 PM,47.565288,-122.27191200000001,POINT (-122.271912 47.565288),F190029770
5723 Ne 56th St,Bark Fire,03/23/2019 05:21:08 PM,47.669278999999996,-122.26652299999999,POINT (-122.266523 47.669279),F190029771
1st Av S / S King St,Rescue Extrication,03/23/2019 05:25:31 PM,47.598292,-122.33419099999999,POINT (-122.334191 47.598292),F190029773
6330 35th Av Sw,Aid Response,03/23/2019 05:25:08 PM,47.546228,-122.376407,POINT (-122.376407 47.546228),F190029775
5944 Shaffer Av S,Aid Response,03/23/2019 05:35:16 PM,47.549474,-122.294757,POINT (-122.294757 47.549474),F190029778
9673 51st Av S,Illegal Burn,03/23/2019 05:37:50 PM,47.514869,-122.27003500000001,POINT (-122.270035 47.514869),F190029779
1419 Elliott Av W,Aid Response,03/23/2019 05:49:09 PM,47.630734000000004,-122.373729,POINT (-122.373729 47.630734),F190029781
2300 Sw Webster St,Aid Response,03/23/2019 05:52:54 PM,47.535515000000004,-122.36216,POINT (-122.36216 47.535515),F190029783
2305 N 92nd St,Medic Response,03/23/2019 05:53:41 PM,47.695927000000005,-122.331051,POINT (-122.331051 47.695927),F190029784
801 N 34TH ST,Water Rescue Standby,03/23/2019 06:01:38 PM,47.649411,-122.34855900000001,POINT (-122.348559 47.649411),F190029786
3rd Av / Blanchard St,Aid Response,03/23/2019 06:12:54 PM,47.613935999999995,-122.34349399999999,POINT (-122.343494 47.613936),F190029787
3rd Av / Virginia St,Aid Response,03/23/2019 06:14:22 PM,47.612398,-122.340892,POINT (-122.340892 47.612398),F190029788
8th Av Nw / Nw 100th St,Aid Response,03/23/2019 06:26:46 PM,47.701513,-122.366056,POINT (-122.366056 47.701513),F190029790
1534 10th Av W,Aid Response,03/23/2019 06:36:03 PM,47.63272,-122.370399,POINT (-122.370399 47.63272),F190029791
2418 Nw 56th St,Aid Response,03/23/2019 06:44:01 PM,47.669458,-122.38780700000001,POINT (-122.387807 47.669458),F190029793
2225 4th Av,Medic Response,03/23/2019 06:43:03 PM,47.614788,-122.342952,POINT (-122.342952 47.614788),F190029794
1722 E Thomas St,4RED - 2 + 1 + 1,03/23/2019 06:48:43 PM,47.620494,-122.30976499999998,POINT (-122.309765 47.620494),F190029795
113 23rd Av S,Aid Response,03/23/2019 07:01:11 PM,47.601601,-122.30228400000001,POINT (-122.302284 47.601601),F190029797
5433 Leary Av Nw,Aid Response,03/23/2019 07:03:28 PM,47.66749,-122.38309299999999,POINT (-122.383093 47.66749),F190029798
121 Vine St,Auto Fire Alarm,03/23/2019 07:09:08 PM,47.615390999999995,-122.349498,POINT (-122.349498 47.615391),F190029800
2716 S Norman St,Natural Gas Leak,03/23/2019 07:10:14 PM,47.593319,-122.297646,POINT (-122.297646 47.593319),F190029801
2147 N Northgate Way,Aid Response,03/23/2019 07:09:07 PM,47.708655,-122.33270800000001,POINT (-122.332708 47.708655),F190029802
2305 1st Av,Food On The Stove Out,03/23/2019 07:17:13 PM,47.613406,-122.346566,POINT (-122.346566 47.613406),F190029807
710 Cherry St,Aid Response,03/23/2019 07:21:39 PM,47.605387,-122.32751100000002,POINT (-122.327511 47.605387),F190029808
109 23rd Av E,Aid Response,03/23/2019 07:21:35 PM,47.619215000000004,-122.302545,POINT (-122.302545 47.619215),F190029809
Rainier Av S / 21st Av S,MVI - Motor Vehicle Incident,03/23/2019 07:33:04 PM,47.587392,-122.305012,POINT (-122.305012 47.587392),F190029811
5270 Rainier Av S,Aid Response,03/23/2019 07:32:42 PM,47.554937,-122.282393,POINT (-122.282393 47.554937),F190029812
5355 28th Av Nw,Aid Response,03/23/2019 07:32:42 PM,47.667674,-122.392839,POINT (-122.392839 47.667674),F190029813
950 Nw Carkeek Park Rd,Water Rescue Recon Response,03/23/2019 07:33:44 PM,47.711677,-122.36770200000001,POINT (-122.367702 47.711677),F190029814
1401 2nd Av,Aid Response,03/23/2019 07:34:47 PM,47.608292,-122.33799499999999,POINT (-122.337995 47.608292),F190029815
8001 SEAVIEW AV NW,Water Rescue Response,03/23/2019 07:35:34 PM,47.687663,-122.402666,POINT (-122.402666 47.687663),F190029816
9001 Lake City Way Ne,Medic Response,03/23/2019 07:36:50 PM,47.693931,-122.30552,POINT (-122.30552 47.693931),F190029817
129 Warren Av N,Food On The Stove,03/23/2019 07:39:01 PM,47.61893,-122.35414399999999,POINT (-122.354144 47.61893),F190029818
1222 E Pine St,Aid Response,03/23/2019 07:43:28 PM,47.615266,-122.31656100000001,POINT (-122.316561 47.615266),F190029820
12740 33rd Av Ne,Aid Response,03/23/2019 07:45:18 PM,47.720938000000004,-122.29251299999999,POINT (-122.292513 47.720938),F190029821
14002 Linden Av N,Aid Response,03/23/2019 08:02:33 PM,47.730569,-122.34775800000001,POINT (-122.347758 47.730569),F190029823
400 N 34th St,Aid Response,03/23/2019 08:04:03 PM,47.650469,-122.35448400000001,POINT (-122.354484 47.650469),F190029824
2020 S Jackson St,Aid Response Yellow,03/23/2019 08:13:46 PM,47.599261,-122.30525800000001,POINT (-122.305258 47.599261),F190029825
8911 Cecil Av S,Aid Response,03/23/2019 08:20:31 PM,47.523680999999996,-122.286349,POINT (-122.286349 47.523681),F190029826
8911 Cecil Av S,Aid Response,03/23/2019 08:23:17 PM,47.523680999999996,-122.286349,POINT (-122.286349 47.523681),F190029828
4726 37th Av Ne,Aid Response,03/23/2019 08:25:06 PM,47.662856,-122.28820900000001,POINT (-122.288209 47.662856),F190029829
Rainier Av S / S Hanford St,Illegal Burn,03/23/2019 08:24:59 PM,47.574965999999996,-122.29556799999999,POINT (-122.295568 47.574966),F190029830
800 Occidental Av S,Single Medic Unit,03/23/2019 08:28:26 PM,47.595693,-122.33327299999999,POINT (-122.333273 47.595693),F190029831
275 W Roy St,Aid Response,03/23/2019 08:32:40 PM,47.625728,-122.360331,POINT (-122.360331 47.625728),F190029832
15th Av Ne / Ne 41st St,Trans to AMR,03/23/2019 08:38:45 PM,47.65682,-122.31211,POINT (-122.31211 47.65682),F190029833
14313 32ND AV NE,Aid Response,03/23/2019 08:46:43 PM,47.732065000000006,-122.29383100000001,POINT (-122.293831 47.732065),F190029834
3rd Av / Seneca St,Trans to AMR,03/23/2019 08:57:12 PM,47.60705,-122.335324,POINT (-122.335324 47.60705),F190029836
7101 38th Av S,Aid Response,03/23/2019 09:02:09 PM,47.538872,-122.28474399999999,POINT (-122.284744 47.538872),F190029837
11030 5th Av Ne,Trans to AMR,03/23/2019 09:04:33 PM,47.709488,-122.323301,POINT (-122.323301 47.709488),F190029839
2nd Av / Virginia St,Aid Response,03/23/2019 09:10:38 PM,47.611733,-122.341753,POINT (-122.341753 47.611733),F190029840
12509 35th Av Ne,Aid Response,03/23/2019 09:11:27 PM,47.719365,-122.29077099999999,POINT (-122.290771 47.719365),F190029842
1712 13th Av S,Aid Response,03/23/2019 09:12:40 PM,47.588253,-122.315982,POINT (-122.315982 47.588253),F190029843
517 3rd Av,Aid Response,03/23/2019 09:14:55 PM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190029844
1001 W Howe St,Aid Response Yellow,03/23/2019 09:21:37 PM,47.635954999999996,-122.370355,POINT (-122.370355 47.635955),F190029845
500 30th Av S,Aid Response,03/23/2019 09:21:53 PM,47.598008,-122.293851,POINT (-122.293851 47.598008),F190029846
10505 15th Av Nw,Aid Response,03/23/2019 09:26:06 PM,47.705284000000006,-122.376731,POINT (-122.376731 47.705284),F190029847
1703 California Av Sw,Medic Response,03/23/2019 09:24:44 PM,47.588027000000004,-122.386277,POINT (-122.386277 47.588027),F190029848
500 5th Av,Medic Response,03/23/2019 09:27:50 PM,47.602985,-122.328535,POINT (-122.328535 47.602985),F190029849
2513 S Jackson St,Aid Response,03/23/2019 09:30:46 PM,47.599267,-122.299723,POINT (-122.299723 47.599267),F190029851
3727 Bagley Av N,Trans to AMR,03/23/2019 09:31:56 PM,47.65227,-122.332673,POINT (-122.332673 47.65227),F190029852
941 20th Av,MVI - Motor Vehicle Incident,03/23/2019 09:36:54 PM,47.610556,-122.306299,POINT (-122.306299 47.610556),F190029853
222 Pike St,Aid Response,03/23/2019 09:44:09 PM,47.609389,-122.338655,POINT (-122.338655 47.609389),F190029854
217 9th Av N,Aid Response,03/23/2019 09:47:58 PM,47.619901,-122.339777,POINT (-122.339777 47.619901),F190029855
4700 12th Av Ne,4RED - 2 + 1 + 1,03/23/2019 09:52:04 PM,47.663106,-122.31526299999999,POINT (-122.315263 47.663106),F190029856
58th Av Sw / Alki Av Sw,Illegal Burn,03/23/2019 09:52:05 PM,47.580861,-122.406158,POINT (-122.406158 47.580861),F190029857
114 Nw 77th St,Automatic Medical Alarm,03/23/2019 09:53:30 PM,47.684743,-122.35816399999999,POINT (-122.358164 47.684743),F190029859
308 20th Av S,Aid Response,03/23/2019 10:03:14 PM,47.599936,-122.30635500000001,POINT (-122.306355 47.599936),F190029860
6339 34th Av Sw,Aid Response,03/23/2019 10:03:54 PM,47.546215000000004,-122.375056,POINT (-122.375056 47.546215),F190029861
14200 Linden Av N,Medic Response,03/23/2019 10:11:05 PM,47.731677000000005,-122.34777199999999,POINT (-122.347772 47.731677),F190029863
7506 S Ryan St,Investigate Out Of Service,03/23/2019 10:12:23 PM,47.509617999999996,-122.240827,POINT (-122.240827 47.509618),F190029864
326 9th Av,Aid Response,03/23/2019 10:19:16 PM,47.603593,-122.32295400000001,POINT (-122.322954 47.603593),F190029865
Marine Av Sw / Alki Av Sw,Illegal Burn,03/23/2019 10:21:32 PM,47.58048,-122.40703899999998,POINT (-122.407039 47.58048),F190029866
6000 Seaview Av Nw,Aid Response,03/23/2019 10:28:52 PM,47.672226,-122.405553,POINT (-122.405553 47.672226),F190029869
2150 6th Av N,Brush Fire,03/23/2019 10:33:58 PM,47.639144,-122.34481799999999,POINT (-122.344818 47.639144),F190029870
801 E Aloha St,Illegal Burn,03/23/2019 10:32:58 PM,47.626845,-122.32234299999999,POINT (-122.322343 47.626845),F190029872
9th Av / Virginia St,Aid Response,03/23/2019 10:38:41 PM,47.616385,-122.33573600000001,POINT (-122.335736 47.616385),F190029873
2145 Dexter Av N,Fire in Building,03/23/2019 10:40:29 PM,47.637895,-122.343531,POINT (-122.343531 47.637895),F190029874
2114 E Columbia St,Car Fire,03/23/2019 10:44:28 PM,47.609024,-122.304833,POINT (-122.304833 47.609024),F190029876
S Royal Brougham Way / 6th Av S,Aid Response,03/23/2019 10:55:04 PM,47.592393,-122.32596799999999,POINT (-122.325968 47.592393),F190029878
3201 Sw Graham St,Trans to AMR,03/23/2019 10:57:26 PM,47.546659999999996,-122.37321899999999,POINT (-122.373219 47.54666),F190029880
223 Yesler Way,Aid Response,03/23/2019 11:01:44 PM,47.601718,-122.331581,POINT (-122.331581 47.601718),F190029881
1808 31st Av,Aid Response,03/23/2019 11:03:45 PM,47.617694,-122.292371,POINT (-122.292371 47.617694),F190029882
800 Occidental Av S,Medic Response,03/23/2019 11:06:07 PM,47.595693,-122.33327299999999,POINT (-122.333273 47.595693),F190029883
331 BELLEVUE AV E,Aid Response,03/23/2019 11:19:53 PM,47.621184,-122.326581,POINT (-122.326581 47.621184),F190029884
223 Yesler Way,Aid Response,03/23/2019 11:20:34 PM,47.601718,-122.331581,POINT (-122.331581 47.601718),F190029885
5213 Ballard Av Nw,Aid Response,03/23/2019 11:26:46 PM,47.665617,-122.38226399999999,POINT (-122.382264 47.665617),F190029886
2nd Av / Battery St,Aid Response,03/23/2019 11:36:04 PM,47.614809,-122.346954,POINT (-122.346954 47.614809),F190029889
4702 S Victor St,Aid Response,03/23/2019 11:36:26 PM,47.510189000000004,-122.27401699999999,POINT (-122.274017 47.510189),F190029890
1101 Pike St,Trans to AMR,03/23/2019 11:42:20 PM,47.613471000000004,-122.328902,POINT (-122.328902 47.613471),F190029891
8824 Renton Av S,Aid Response,03/23/2019 11:47:43 PM,47.524142,-122.276569,POINT (-122.276569 47.524142),F190029892
5915 Delridge Way Sw,Aid Response,03/23/2019 11:49:05 PM,47.549955,-122.36301200000001,POINT (-122.363012 47.549955),F190029893
2226 1st Av,Aid Response,03/23/2019 11:51:39 PM,47.612802,-122.345545,POINT (-122.345545 47.612802),F190029894
1301 4th Av,Natural Gas Odor,03/23/2019 11:57:55 PM,47.608228000000004,-122.33486599999999,POINT (-122.334866 47.608228),F190029896
823 Madison St,Trans to AMR,03/24/2019 12:13:22 AM,47.608053999999996,-122.32821000000001,POINT (-122.32821 47.608054),F190029900
421 1st Av S,Medic Response,03/24/2019 12:20:04 AM,47.599008000000005,-122.33418999999999,POINT (-122.33419 47.599008),F190029901
3001 Nw 60th St,Aid Response Yellow,03/24/2019 12:20:57 AM,47.672244,-122.39566299999998,POINT (-122.395663 47.672244),F190029902
2709 3rd Av,Trans to AMR,03/24/2019 12:26:26 AM,47.617176,-122.348974,POINT (-122.348974 47.617176),F190029906
8226 39th Av Ne,Medic Response,03/24/2019 12:31:33 AM,47.688575,-122.28639,POINT (-122.28639 47.688575),F190029907
419 Ne 70th St,Trans to AMR,03/24/2019 12:40:54 AM,47.679190999999996,-122.32386499999998,POINT (-122.323865 47.679191),F190029909
E Mercer St / Summit Av E,Aid Response,03/24/2019 01:08:17 AM,47.624289000000005,-122.325318,POINT (-122.325318 47.624289),F190029912
Occidental Av S / S Jackson St,Aid Response,03/24/2019 01:21:08 AM,47.599203,-122.33288200000001,POINT (-122.332882 47.599203),F190029913
2209 1st Av,Medic Response,03/24/2019 01:21:42 AM,47.612669,-122.34531899999999,POINT (-122.345319 47.612669),F190029914
116 Fairview Av N,Trans to AMR,03/24/2019 01:22:30 AM,47.618693,-122.33425600000001,POINT (-122.334256 47.618693),F190029915
2720 3rd Av,Electrical Problem,03/24/2019 01:26:42 AM,47.617238,-122.349079,POINT (-122.349079 47.617238),F190029918
5th Av / Pine St,Aid Response,03/24/2019 01:29:02 AM,47.611672,-122.33648400000001,POINT (-122.336484 47.611672),F190029919
2833 26th Av W,Medic Response,03/24/2019 01:30:19 AM,47.644979,-122.390244,POINT (-122.390244 47.644979),F190029920
747 N 135th St,Medic Response,03/24/2019 01:52:57 AM,47.726864,-122.34801200000001,POINT (-122.348012 47.726864),F190029921
11027 19th Av Ne,Aid Response,03/24/2019 01:52:55 AM,47.708648,-122.308107,POINT (-122.308107 47.708648),F190029922
900 University St,Medic Response,03/24/2019 02:00:42 AM,47.61055,-122.32931799999999,POINT (-122.329318 47.61055),F190029923
5316 31st Av S,Aid Response,03/24/2019 02:02:09 AM,47.553995,-122.292674,POINT (-122.292674 47.553995),F190029924
900 S Jackson St,Aid Response,03/24/2019 02:04:43 AM,47.599191,-122.321025,POINT (-122.321025 47.599191),F190029925
Union St / Alaskan Way,Illegal Burn,03/24/2019 02:07:38 AM,47.606903,-122.34133500000002,POINT (-122.341335 47.606903),F190029926
6056 M L King Jr Way S,"Hang-Up, Aid",03/24/2019 02:12:01 AM,47.547699,-122.286257,POINT (-122.286257 47.547699),F190029928
32nd Av W / W Mcgraw St,Aid Response,03/24/2019 02:15:46 AM,47.639557,-122.39833700000001,POINT (-122.398337 47.639557),F190029929
954 E UNION ST,Aid Response,03/24/2019 02:15:38 AM,47.612943,-122.319822,POINT (-122.319822 47.612943),F190029930
2020 S JACKSON ST,Aid Response,03/24/2019 02:16:31 AM,47.599261,-122.30525800000001,POINT (-122.305258 47.599261),F190029931
2119 2nd Av,Aid Response,03/24/2019 02:28:38 AM,47.612643,-122.34329199999999,POINT (-122.343292 47.612643),F190029932
1st Av S / S Washington St,Aid Response,03/24/2019 02:37:15 AM,47.600883,-122.33418200000001,POINT (-122.334182 47.600883),F190029933
525 Minor Av N,Aid Response,03/24/2019 02:44:49 AM,47.623398,-122.33300200000001,POINT (-122.333002 47.623398),F190029934
318 2nd Av Et S,Scenes Of Violence 7,03/24/2019 02:47:53 AM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190029935
1902 2nd Av,Aid Response,03/24/2019 02:53:06 AM,47.610972,-122.340465,POINT (-122.340465 47.610972),F190029936
3rd Av / Marion St,Aid Response,03/24/2019 03:01:25 AM,47.604911,-122.333366,POINT (-122.333366 47.604911),F190029937
4541 S Brandon St,Medic Response,03/24/2019 03:16:27 AM,47.553387,-122.27604099999999,POINT (-122.276041 47.553387),F190029940
800 Fairview Av N,Aid Response,03/24/2019 03:17:57 AM,47.625969,-122.33434399999999,POINT (-122.334344 47.625969),F190029941
1750 Alki Av Sw,Aid Response,03/24/2019 03:19:10 AM,47.588024,-122.395839,POINT (-122.395839 47.588024),F190029942
5th Av / Pike St,MVI - Motor Vehicle Incident,03/24/2019 03:30:48 AM,47.610678,-122.335574,POINT (-122.335574 47.610678),F190029943
YESLER WAY / TERRACE ST,Aid Response,03/24/2019 03:31:32 AM,47.601721000000005,-122.329021,POINT (-122.329021 47.601721),F190029944
3501 Rainier Av S,Trans to AMR,03/24/2019 03:34:22 AM,47.571853000000004,-122.29319299999999,POINT (-122.293193 47.571853),F190029945
6041 Palatine Av N,Medic Response,03/24/2019 04:08:04 AM,47.672692,-122.35642800000001,POINT (-122.356428 47.672692),F190029946
2208 15th Av W,Aid Response,03/24/2019 04:23:09 AM,47.638695,-122.376149,POINT (-122.376149 47.638695),F190029947
13340 3rd Av Ne,Medic Response,03/24/2019 04:27:57 AM,47.725319,-122.326218,POINT (-122.326218 47.725319),F190029948
619 3rd Av,Trans to AMR,03/24/2019 04:48:45 AM,47.6029,-122.331529,POINT (-122.331529 47.6029),F190029950
10822 Roosevelt Way Ne,Aid Response,03/24/2019 05:08:16 AM,47.707747999999995,-122.31783999999999,POINT (-122.31784 47.707748),F190029951
1529 17th Av S,Aid Response,03/24/2019 05:43:38 AM,47.589758,-122.310544,POINT (-122.310544 47.589758),F190029953
9201 Rainier Av S,Automatic Medical Alarm,03/24/2019 05:56:52 AM,47.52101,-122.269997,POINT (-122.269997 47.52101),F190029954
318 2nd Av Et S,Aid Response,03/24/2019 05:58:21 AM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190029955
221 Pike St,Aid Response,03/24/2019 06:09:11 AM,47.609384999999996,-122.33866599999999,POINT (-122.338666 47.609385),F190029956
2200 E Madison St,Medic Response,03/24/2019 06:10:13 AM,47.61842,-122.30365,POINT (-122.30365 47.61842),F190029957
318 2nd Av Et S,Trans to AMR,03/24/2019 06:08:08 AM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190029958
900 University St,Aid Response,03/24/2019 06:15:16 AM,47.61055,-122.32931799999999,POINT (-122.329318 47.61055),F190029959
318 2nd Av Et S,Aid Response,03/24/2019 06:17:55 AM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190029960
3800 S Myrtle St,Trans to AMR,03/24/2019 06:16:34 AM,47.538880999999996,-122.28474399999999,POINT (-122.284744 47.538881),F190029961
5300 24th Av Ne,Aid Response,03/24/2019 06:34:46 AM,47.66707,-122.301946,POINT (-122.301946 47.66707),F190029963
11 W Aloha St,Aid Response,03/24/2019 06:43:25 AM,47.627192,-122.35682299999999,POINT (-122.356823 47.627192),F190029964
2615 Sw Barton St,Aid Response,03/24/2019 06:57:27 AM,47.521023,-122.366095,POINT (-122.366095 47.521023),F190029965
701 5th Av,EVENT - Special Event,03/24/2019 07:05:26 AM,47.604413,-122.329842,POINT (-122.329842 47.604413),F190029966
